title,description
Rahul leads Cong 'padyatra' on Mahatma Gandhi's 150th birth anniversary,Many youth sported Gandhi's trademark spectacles and dhoti and walked with sticks in the march.
"Don't panic, Indian banks are safe: RBI governor","Don't panic, Indian banks are safe: RBI governorAppealing depositors to not worry, RBI governor said it wont allow any co-operative bank to collapse."
India blocks US request at WTO to set up a panel to settle its disagreement over retaliatory tariffs,India said it was confident it would prevail in this dispute but that it was not in a position to agree to the establishment of the panel.
"Donald Trump impeachment probe gains steam with briefing, depositions",The president also has a cohort of surrogates and conservative media personalities echoing and fuelling his outrage.
Ecuador to quit Opec in 2020 on fiscal troubles,The Andean nation is attempting to increase crude production to raise more income.
Pockets of opportunity in financials: Kotak AMC,"It is unfair to say that the entire sector is under severe strain, says the fund manager."
Religare to sell NBFC arm to TCG Advisory for Rs 330 crore,The funds will be utilised to repay the outstanding loans to group companies.
India defends e-cigarette ban in court with attack on Juul,Juul had aimed to launch its e-cigarette in India in late 2019 and had hired several senior executives in recent months.
Mkt barely moved in last 2 years under Trump,"Amid uneven economic data and a two-year trade war, the market hasn’t budged since."
Dispatch allegedly written by Michel under agencies’ lens,"Atop the printed dispatch is handwritten “ATT: GIUSEPPE ORSI”. Michel had, during his interrogation earlier, taken the stand that he is dyslexic and is unable to do cursive writing."
Experts question India's ODF status,"Experts question India's ODF statusAccording to the Housing and Urban Affairs Ministry, the country has achieved the dream of an open defection-free India, except in 52 urban local bodies of West Bengal."
US factory gauge hits a 10-year low as global slowdown widens,Treasury yields plummeted and US stocks swung to losses on the report.
S Jaishankar visits 7 thinktanks in 7 days,"S Jaishankar visits 7 thinktanks in 7 daysS Jaishankar is jousting with Washington DC’s most prestigious talk shops: Carnegie Endowment for International Peace, Atlantic Council, Center for Strategic & International Studies, The Brookings Institution, and the…"
Mark Zuckerberg ready to take on Senator Elizabeth Warren: Leaked tapes,"US senator rolled out a proposal to break up Facebook, Amazon and other tech giants in March."
Efforts on to connect jails with courts through video link in J&K: Justice Gita Mittal,Justice Mittal announced that meeting of lawyers with their clients in jails can take place on the eve of hearing of their cases and asserted that the focus is on clearing pending cases.
$63 billion of zombie buildings sound warning for Indian banks,There are $63 billion of stalled residential projects across the country.
Pakistan’s army chief holds private meetings to shore up economy,"The military, which has staged numerous coups since Pakistan’s founding in 1947, has seen a direct impact from the economic slowdown."
"Hirings should revive in a month, says Teamlease CFO",More than 40-45 years of slack has led to the current levels of skilling in our country.
Are streaming services killing multiplexes?,"Are streaming services killing multiplexes?While some see OTT as a substitute, it is equally true that OTT is also driving people to the multiplexes."
"Buy largecap banks, be agnostic to valuation: Sridhar Sivaram",In another six months the base effect will start kicking in for revival in consumption demand
Furthering this neighbourhood friendship,"There is scope for India-Bangladesh ties to move to the next level, based on cooperation, coordination and consolidation"
A sound review: On SC judgment against atrocities on SCs/STs,Supreme Court’s order on anti-atrocities law is a caution against entering legislative domain
U.S. President Donald Trump sought Australia’s help on Russia probe origins,"“At Attorney General Barr’s request, the President has contacted other countries to ask them to introduce the Attorney General and Mr. Durham to appropriate officials,” Justice spokeswoman Kerri Kupec said."
Shots for the elderly,"Every Wednesday, the Regional Geriatric Centre of Rajiv Gandhi Government General Hospital (RGGGH) will offer vaccination against pneumonia for the elderly. With the International Day of Older Persons"
Congress welcomes top court’s directives,Delhi Pradesh Congress Committee (DPCC) working president Rajesh Lilothia on Friday welcomed the Supreme Court’s directive that all parties concerned should meet the Attorney General to find a satisfa
Uttar Pradesh Police Chief orders drive to identify illegal Bangaldeshi migrants,"“In the present scenario, to strengthen the State’s internal security, it is necessary to identify and verify Bangladeshis and other foreigners residing in the State,” said U.P. Director General of Police O.P. Singh"
TNPSC candidates piqued by ‘sidelining’ of Tamil,"It will affect prospects of students from rural areas, say protesters"
Unions to launch protest against BPCL privatisation,Parliament march planned for November 15
SCR takes up environment sustainability drive,"Leads ban on single-use plastic, focuses on waste management and greenery"
Madras HC gives nod for erection of banners to welcome Chinese President Xi Jinping,"State govt. need not have filed affidavit of undertaking since only political parties were restrained from erecting flex boards in public places, says court"
"World sees with respect those holding Indian passports, says Modi",A large poster of Mr. Modi and US President Donald Trump was put up on stage.
Bankers hold customer outreach programme,"A customer outreach programme is being organised by bankers in the Vellore region today. The two-day programme was envisaged by the Department of Financial Services, Ministry of Finance and bankers. T"
Roberta and Sunrise Ruby please,"Roberta and Sunrise Ruby pleased when the horses were exercised here on Friday (Oct. 4) morning.Inner sand:800m: Dreams (Merchant) 50.5, 600/38. Moved well. Sehmat (rb), Memorable Memories (Raghuveer)"
Bonus sought for all employees,"THANJAVUR The Tamil Nadu State Transport Corporation has urged the corporation management to grant bonus for all its employees, including those working on contract.In the letter addressed to the Manag"
"Jaishankar, Mike Pompeo discuss strategic bilateral ties, developments in Kashmir","Mr. Jaishankar and Mr. Pompeo “discussed a range of issues, including the growing U.S.-India strategic relationship, developments in Kashmir, and global issues of concern”, the State Department said."
Government seeks nod to erect banners for summit,Permission sought from High Court ahead of Modi-Xi meet in Mamallapuram
Don’t demolish Secretariat buildings during Dasara vacation: High Court,‘PILs against demolition cannot be left hanging in mid air’
Class 10 marks to count for PG admission in IIM-K,Weightage given to CAT score and sectional percentiles brought down
Italy PM approved U.S. talks with secret services: report,Meet aimed to discredit claims of Trump-Russia link: report
Vigilance officials raid IMS Director’s office,"‘They verified bills, dispatch registers and other ledgers’"
Policemen assaulted at Karikalampakkam,One of the accused held in Villupuram
Imran Khan set to visit China in October,"During the visit, Mr. Khan will attend the China-Pakistan Business Forum in Beijing on October 8"
‘Civil society has to protect doctors’,Mass hunger strike organised by government doctors in front of Secretariat
"U.S., allies push Facebook for access to encryption","The U.S., the U.K. and Australia have called on Facebook Inc to not go ahead with end-to-end encryption across its messaging services unless law enforcement officials have backdoor access, saying encr"
"Tamil Nadu, Puducherry bypolls: I-T Dept. seeks info on cash movement","Plaints can be lodged via phone, email"
